name,aziz,ctg,dhk,syl,bb,ecom,id,reference,price
রোড টু সাকসেস,0,0,0,0,0,0,60886,6088600000006,300
দ্য পাওয়ার অব ইউর সাবকনশাস মাইন্ড: জোসেফ মারফি,0,0,0,0,0,0,60887,6088700000005,500
দশ অবতার অবতারণ রহস্য,0,2,0,0,0,0,60888,6088800000004,240
দ্য লজ অব হিউম্যান নেচার ২,0,5,0,0,0,0,60894,6089400000005,500
বাংলা একাডেমি বিজ্ঞান পত্রিকা জানুয়ারি ২০২০ - জুন ২০২০,0,0,0,0,0,0,60899,6089900000000,100
Water Colour Bookmark,0,0,1,0,0,0,60906,6090600000009,160
নগ্ননির্জন,0,0,0,0,0,0,60974,609060000009,200
Triangle - Sketchbook,1,1,1,0,0,0,60909,6090900000006,300
দাহপত্র : জুন-ডিসেম্বর ২০২১,0,0,0,0,0,0,61269,6090900000009,250
মুক্তিযুদ্ধের ইতিহাস,20,308,1449,128,0,0,60922,6092200000007,10
Red 2 Pakhi,0,1,0,0,0,0,60929,6092900000000,580
কৃত্তিবাস - ১৯ ফেব্রুয়ারি ২০২২,0,0,0,1,0,0,60930,6093000000006,100
আনন্দমেলা (৫ মার্চ ২০২২),0,0,3,0,0,0,60932,6093200000004,40
সানন্দা (২৮ ফেব্রুয়ারি ২০২২),0,0,1,0,0,0,60934,6093400000002,90
Jothashilpa Notebook 880,0,4,6,0,0,0,60935,6093500000001,880
Blue Choriki,0,2,1,0,0,0,60936,6093600000000,450
Jothashilpa Notebook 580,0,0,108,0,0,0,60938,6093800000008,580
Green Hajar Buti Jamdani - 680,0,0,0,0,0,0,60942,6094200000001,680
Big BD Map - 480,0,1,1,0,0,0,60944,6094400000009,480
Black Multi Borfi - 450,0,1,1,0,0,0,60946,6094600000007,450
অধ্যায় ফেব্রুয়ারি ২০২২,0,0,0,0,0,0,60947,6094700000006,50
বিজ্ঞানচিন্তা (মার্চ ২০২২),1,0,2,0,0,0,60948,6094800000005,50
Sritishoudho Notebook - 480,0,6,0,0,0,0,60949,6094900000004,480
Nouka Baich Notebook - 480,0,0,0,0,0,0,60950,6095000000000,480
Blue Palkee Notebook - 480,0,0,0,0,0,0,60951,6095100000009,480
Purple Cuctus Notebook - 450,0,0,0,0,0,0,60952,6095200000008,450
Red Charpata Jamdani Notebook - 680,0,5,0,0,0,0,60953,6095300000007,680
Nil Projapoti Notebook - 400,0,4,0,0,0,0,60956,6095600000004,400
Golden Metal Aporajeo Bangla Notebook - 580,0,2,0,0,0,0,60958,6095800000002,580
Silver Metal Beautiful Bangladesh Notebook - 580,0,2,0,0,0,0,60959,6095900000001,580
Silver Metal Shujon Badhiyar Ghat Notebook - 580,0,3,0,0,0,0,60960,6096000000007,580
Shada 2 Ful Notebook - 480,0,0,0,0,0,0,60961,6096100000006,480
Ludu Chok Notebook - 480,0,0,0,0,0,0,60965,6096500000002,480
রাষ্ট্রচিন্তা : ফেব্রুয়ারি ২০২২,0,0,0,1,0,0,60976,6097600000008,100
Padma Mondol Notebook - 480,0,0,0,0,0,0,60978,6097800000006,480
Jele Nokshi Notebook - 480,0,3,0,0,0,0,60979,6097900000005,480
Read Borfi Jamdani Notebook - 680,0,0,0,0,0,0,60982,6098200000009,680
"Economic & Political Weekly 5 February, 2022",0,0,0,0,0,0,60992,6099200000006,240
"Frontline (February 25, 2022)",0,0,0,0,0,0,60994,6099400000004,250
"Frontline (March 11, 2022)",0,0,0,0,0,0,60997,6099700000001,250
শব্দঘর (মার্চ - ২০২২),0,0,18,11,0,0,60999,6099900000009,50
ভোরের প্রসূতি,0,0,0,0,0,0,61001,6100100000000,250
ঢাকা ১৯৪৮-১৯৭১,0,0,0,0,0,0,61012,6101200000006,230
সর্বকালের সর্বশ্রেষ্ঠ বাঙালি,0,2,1,0,0,0,61040,6104000000009,230
গল্পকার ( মার্চ ২০২২),0,0,0,0,0,0,61042,6104200000007,40
জনসমুদ্রে এক মহামানব,0,0,0,0,0,0,61043,6104300000006,100
বাঙালির কলঙ্কমোচন,0,0,1,0,0,0,61045,6104500000004,220
অমর তোমার নাম,0,0,1,0,0,0,61048,6104800000001,70
শেখ মুজিবের ছেলেবেলা,0,0,1,0,0,0,61049,6104900000000,100
বাংলা আমার আমি বাংলার,0,0,4,0,0,0,61050,6105000000006,150
আমার স্বপ্ন আমার সংগ্রাম,0,0,0,0,0,0,61053,6105300000003,180
শেখ রাসেল,0,0,0,0,0,0,61055,6105500000001,70
ইকরিমিকরি : পৌষ-চৈত্র ১৪২৮,0,3,1,0,0,0,61081,6108100000006,100
প্রচলিত ইতিহাস কি অসম্পুর্ণ?,0,1,0,0,0,0,61089,6108900000008,560
বাংলাদেশ প্রসঙ্গে,0,0,2,0,0,0,61097,6109700000007,200
চিন্তামণে : সামান্যনিরুক্তি,0,0,1,0,0,0,62878,6109700000007x,1250
খুতুত : সদত হসন মন্টোর চিঠি,0,0,0,0,0,0,63454,610970000007,450
দেশ রূপান্তর ঈদসংখ্যা-২০২২,0,0,1,0,0,0,63719,6109700000078,200
নির্বাচিত এক্ষণ ১,0,0,0,0,0,0,61106,6110600000004,1200
ভারতের মহিলা গুপ্তচরেরা,0,2,0,0,0,0,61113,6111300000004,360
বইকথা জানুয়ারি ২০২২,0,0,0,3,0,0,61131,6113100000000,50
থিয়েটারের কথা,1,0,5,0,0,0,61165,6116500000007,1200
সোহরাওয়ার্দী পরিবার : ঐতিহ্য ও উত্তরাধিকার,0,0,0,0,0,0,65117,6116800000023,500
বাংলাদেশ পাকিস্তান ও ভারতের মধ্যে যুদ্ধ ও শান্তি(বাংলাদেশ : ৭১ থেকে ৭৫),0,2,1,0,0,0,61575,611680000004,400
দুই বাংলার আবৃত্তির কবিতা,1,2,1,0,0,0,63648,6116800000042,1500
সেভেন ইয়ার্স ইন টিবেট,0,0,0,0,0,0,68605,6116800000044,520
পোষ্ট কার্ড (5p. 1set),0,0,1,0,0,0,63088,6116800041,50
ঠাকুরমার ঝুলি,0,0,0,0,0,0,61170,6117000000009,200
বাংলাদেশের পাখি,0,0,0,0,0,0,61180,6118000000006,750
সহাস্য বিবেকানন্দ,0,0,2,0,0,0,61186,6118600000000,350
ঘরে বাইরে চিত্রনাট্য....,0,0,0,0,0,0,61187,6118700000009,4000
স্যামুয়েল বেকেট-এর ওয়েটিং ফর গোডো,0,0,0,0,0,0,61197,6119700000006,1200
বঙ্গবন্ধু মৃত্যুঞ্জয়ী মহানায়ক,0,0,0,0,0,0,61217,6121700000009,400
লোকবৃত্ত ২ জানুয়ারি ২০২২,0,0,6,6,0,0,61222,6122200000001,300
মাসিক চলতি ঘটনা মার্চ ২০২২,0,0,0,12,0,0,61299,6129900000003,20
গল্পকার (মার্চ ২০২২),0,0,11,0,0,0,61304,6130400000004,40
Emma (copy),0,0,0,0,0,0,61384,6138400000000,330
বেদান্তপরিভাষা,0,0,0,0,0,0,61421,6142100000000,300
ধর্মমঙ্গল,0,0,0,0,0,0,61426,6142600000005,400
বাতায়ন (বর্ষ ০১ : সংখ্যা ০১),0,0,0,1,0,0,61441,6144100000004,125
হামেলা,0,0,0,0,0,0,61454,6145400000008,200
মৃচ্ছকটিকম,0,0,0,0,0,0,61463,6146300000006,720
সঙ্গীত জিজ্ঞাসা : তৃতীয় খন্ড,0,0,0,0,0,0,61465,6146500000004,400
ভ্রমণ (র্মাচ ২০২২),0,0,0,0,0,0,61467,6146700000002,60
ধ্রুব-দর্শন,0,0,1,0,0,0,61471,6147100000005,160
কাব্যপ্রকাশ,0,0,0,0,0,0,61472,6147200000004,500
আধুনিক ভারতের দেড়শো বছর (১৭০৭-১৮৫৭),0,0,0,0,0,0,61476,6147600000000,750
সংস্কৃতকাব্যতত্ত্বে রসবাদ : উদ্ভব ও ক্রমবিকাশ,0,0,1,0,0,0,61480,6148000000003,200
তবলার ইতিবৃত্ত,0,4,0,0,0,0,61483,6148300000000,700
সংস্কৃত সাহিত্যের ইতিহাস ও সংস্কৃতের ত্রিধারা,0,0,1,0,0,0,61489,6148900000004,500
ফুলের ফসল,0,0,0,0,0,0,61490,6149000000000,50
ভাষাপরিচ্ছেদ,0,0,1,0,0,0,61492,6149200000008,300
বৈয়াকরণ সিদ্ধান্তকৌমুদী,0,0,0,0,0,0,61494,6149400000006,500
বাংলার নবজাগৃতি,0,0,0,0,0,0,61510,6151000000003,500
সঙ্গীত-তত্ত্ব (নজরুল প্রসঙ্গ),0,0,0,0,0,0,61511,6151100000002,400
দ্বিজেন্দ্রলাল কবি ও নাট্যকার,0,0,0,0,0,0,61512,6151200000001,800
ভারত ইতিহাস পরিকমা,0,0,0,0,0,0,61519,6151900000004,800
দৈনিক ঢাকা টাইমস ঈদ সংখ্যা ২০২২,0,0,0,0,0,0,63995,6151900000023,200
উদ্ধাস্ত্ত শিবিরের মা : চিনুয়া আচেবের কবিতাগুচ্ছ,0,1,0,0,0,0,62856,615190000004,120
পুলিশ হ্যাণ্ড বুক,0,0,0,0,0,0,61524,6152400000006,960
The New International Webster's Comprehensive Dictionary,0,0,0,0,0,0,63930,615269955765,4000
ভাস্কর মার্চ ২০২২,0,0,0,4,0,0,61574,6157400000001,150
What the Buddha Taught,0,0,1,0,0,0,61593,6159300000006,700
সুখের ‍ চিলেকোঠা-02,0,0,0,0,0,0,61614,6161400000008,200
লাইফ কোচিং,0,0,0,0,0,0,61615,6161500000007,270
হায়দ্রাবাদের যাত্রী,0,1,0,0,0,0,61642,6164200000001,250
Artist Govind Bendre & His Models Paintings part-ll,0,1,0,0,0,0,61691,6169100000007,600
Islam in India or the Qanun-I-Islam,0,1,0,0,0,0,61697,6169700000001,1000
ক্যামিল,0,1,1,0,0,0,61735,6173500000000,340
জু,0,2,0,0,0,0,61736,6173600000009,300
কালি ও কলম - চৈত্র ১৪২৮,0,0,7,0,0,0,61743,6174300000009,50
মাও সে-তুঙ এর দেশে,0,1,4,0,0,0,61751,6175100000008,275
নারীর জন্য নসিহা,0,1,1,0,0,0,61766,6176600000000,300
রাশিয়ার ইতিহাস ও রাজনীতি (৮৩০-২০২২),1,4,0,0,0,0,61768,6176800000008,450
দেশ : বই সংখ্যা (২ মার্চ ২০২২),0,0,1,0,0,0,61772,6177200000001,130
ভাষা আন্দোলনের স্মারক ডাকটিকেট,0,0,2,0,0,0,61777,6177700000006,200
সানন্দা (২৫ মার্চ ২০২২),0,0,1,0,0,0,61818,6181800000002,90
Celebrating Life,0,1,0,0,0,0,61837,6183700000007,3000
রাজকুমারী (প্রসিদ্ধ কালারিং বুক),0,11,0,0,0,0,61894,6189400000002,150
National Geographic : Into The Depths (3.2022 Vol. 241),0,0,0,0,0,0,61917,6191700000002,590
Kolikata Letterpress Journal Vol- 01,0,0,0,0,0,0,61928,6192800000008,300
দ্য টার্মিনাল লিস্ট,0,1,3,0,0,0,61944,6194400000006,400
বিবিধ (এপ্রিল ২০২২),0,0,4,0,0,0,61970,6197000000001,50
পার্বত্য চট্টগ্রামে বসবাসরত  জনগোষ্ঠীর পরিচয়,0,1,0,0,0,0,61978,6197800000003,160
দেশ (১৭ মার্চ ২০২২),0,0,0,0,0,0,61980,6198000000008,65
কাব্যনির্মাণকলা আরিস্টটল,0,5,1,0,0,0,51822,6199100000006,300
লিঙ্গ পুরাণ,0,4,0,0,0,0,5073,6199100000025,500
কয়েকটি ঘরচিন্তা,0,2,0,0,0,0,12643,6199100000984,200
খুতবাতুল ইসলাম: জুমআর খুতবা ও সমকালীন প্রসঙ্গ,0,0,0,0,0,0,62023,6202300000009,400
ভিন্ন চোখে সেলিম আল দীন,0,0,0,0,0,0,62029,6202900000003,300
স্কন্দ-পুরাণম্- দ্বিতীয় ভাগ,0,0,0,0,0,0,62041,6204100000005,1000
স্কন্দ-পুরাণম্ - ষষ্ঠ ভাগ,0,0,0,0,0,0,62042,6204200000004,800
পদ্মপুরাণম-সৃষ্টি খণ্ড,0,0,0,0,0,0,62046,6204600000000,1000
পদ্মপুরাণম-স্বর্গ খণ্ড,0,0,0,0,0,0,62047,6204700000009,300
ব্রহ্মবৈবর্ত্তপুরাণম,0,1,0,0,0,0,62049,6204900000007,1400
কাস্কারা ও সপ্তবিশ্ব,0,0,0,0,0,0,6206,6206000000000,250
রামায়ণ (সচিত্র সপ্তকান্ড কৃত্তিবাসী),0,1,0,0,0,0,62128,6212800000003,1000
জয় আ্যডামসন রচনা সমগ্র,0,1,0,0,0,0,62160,6216000000009,240
ফুল লাগলে চেয়ে নিবেন,0,0,0,0,0,0,62204,6220400000002,280
প্রায়শ্চিত্ত প্রকল্প,0,0,0,0,0,0,62205,6220500000001,450
"অরিত্রিকা, ওইখানে যেওনাকো তুমি",0,0,1,0,0,0,62207,6220700000009,280
উই হ্যাভ অলওয়েজ লিভড ইন দ্য ক্যাসেল,0,0,2,0,0,0,62209,6220900000007,280
দুই হালি মুরাকামি,0,0,0,0,0,0,62213,6221300000000,270
এক হালি মুরাকামি,0,0,0,0,0,0,62215,6221500000008,200
দ্য ডুমসডে কি,0,0,1,0,0,0,62228,6222800000002,500
কবিতার চারুপাঠ,0,0,0,2,0,0,62242,6224200000002,200
Symphony Of Life,0,1,0,0,0,0,62252,6225200000009,300
বেদান্ত দর্শন (০১),0,2,0,0,0,0,62291,6229100000008,600
বেদান্ত দর্শন (০2),0,2,0,1,0,0,62292,6229200000007,400
বেদান্ত দর্শন (০৩),0,2,0,1,0,0,62293,6229300000006,400
কারেন্ট অ্যাফেয়ার্স : এপ্রিল ২০২২,0,0,0,10,0,0,62295,6229500000004,20
নিসর্গ (ফেব্রুয়ারি ২০২২),0,0,0,5,0,0,62297,6229700000002,200
মাসিক চলতি ঘটনা এপ্রিল ২০২২,0,0,0,18,0,0,62299,6229900000000,20
গদার,0,0,0,0,0,0,62300,6230000000005,250
মাঝরাতে একটা গল্প শুনিয়েছিলেন,0,0,1,0,0,0,62301,6230100000004,280
Winter,0,0,0,0,0,0,62308,6230800000007,280
Rainy,0,0,0,0,0,0,62309,6230900000006,280
Summer,0,0,0,0,0,0,62310,6231000000002,280
White Fish Circle,0,0,0,0,0,0,62311,6231100000001,380
Kashful (Clear),0,2,0,0,0,0,62312,6231200000000,480
Blue 2 Pakhi Notebook,0,0,0,0,0,0,34572,6231300000008,580
Red 2 Moyur,0,0,0,0,0,0,62313,6231300000009,480
Red Ilsheguri (Clear),0,0,0,0,0,0,62314,6231400000008,480
Dhak Dhol,0,1,1,0,0,0,62315,6231500000007,480
গল্পকার ( এপ্রিল ২০২২),0,0,1,1,0,0,62330,6233000000006,40
গোনাগুনতির কাহিনী (copy),0,0,0,0,0,0,62335,6233500000001,300
Numbers Flash Cards,3,4,1,0,0,0,62391,6239100000007,350
Alphabet Flash Cards,3,0,1,2,0,0,62393,6239300000005,380
খেলতে খেলতে বর্ণ শিখি (Flash Cards),3,1,0,2,0,0,62394,6239400000004,650
ছোট্ট সোনামণিদের জন্য মজার মজার বই (৬টি বই বক্স সেট),3,4,13,0,0,0,62395,6239500000003,750
Baby Record Book,2,0,0,5,0,0,62396,6239600000002,1200
রোমাঞ্চকর চিত্র কাহিনী,0,0,0,0,0,0,62416,6241600000005,450
লেখালেখির উঠান ( ডিসেম্বর ২০২১),0,0,3,0,0,0,62428,6242800000000,300
"The Bangla Academy Journal (Year-2, Vol.-2 - Year-3, Vol.-1))",0,0,0,0,0,0,62431,6243100000004,100
The Illustrated Story of Art,0,0,0,0,0,0,62463,6246300000003,3398
দেশকাল পত্রিকা (জানুয়ারি-মার্চ ২০২২),0,2,3,0,0,0,62465,6246500000001,80
অনীক বিজ্ঞান-সাহিত্য-সংস্কৃতির ত্রৈমাসিক পত্রিকা (জুলাই ২০২১-মার্চ ২০২২),0,0,0,1,0,0,62505,6250500000008,70
পাতাদের সংসার : মারুফুল ইসলামের নির্বাচিত ১৩ কাব্য,0,0,0,1,0,0,62508,6250800000005,100
পাতাদের সংসার : সৈয়দ মনজুরুল ইসলাম সংখ্যা,0,0,0,0,0,0,62510,6251000000000,150
স্মৃতিকথা,0,0,0,0,0,0,62513,6251300000007,400
"শতবর্ষে বঙ্গবন্ধু : জীবন, কর্ম, সৃষ্টি, স্মৃতি",0,0,0,0,0,0,62516,6251600000004,600
জামায়ত ও ঐক্য,0,0,0,0,0,0,62566,6256600000009,20
Wafilife A Woman From Desert,0,1,0,0,0,0,62620,6262000000006,40
ময়লা আয়না,0,0,0,0,0,0,62625,6262500000001,85
তর্কসংগ্রহ ও দীপিকা,0,0,1,0,0,0,62646,6264600000004,800
শিশুপালবধম,0,0,0,0,0,0,62652,6265200000005,80
লোকসমাজ চিকিৎসাবিজ্ঞান (খন্ড-২য়),0,0,0,0,0,0,62653,6265300000004,165
বোধশব্দ (জানুয়ারি ২০২২),0,0,0,0,0,0,62673,6267300000008,1300
অনীক মার্চ ২০২২,0,0,0,0,0,0,62674,6267400000007,40
"Economic & Political Weekly 26 February, 2022",0,0,0,0,0,0,62676,6267600000005,240
"Economic & Political Weekly 5 March, 2022",0,0,1,0,0,0,62679,6267900000002,240
সংস্কৃত নাট্যতত্ত্বের রূপরেখা,0,0,0,0,0,0,62695,6269500000000,350
পতিস্রোত শীত ১৪২৮,0,0,0,2,0,0,62697,6269700000008,80
নীল আকাশে রঙিন বেদন,0,0,0,1,0,0,62698,6269800000007,150
রসসমীক্ষা,0,0,0,0,0,0,62699,6269900000006,200
আনন্দবাজার পত্রিকা উপন্যাস শতবর্ষ সংকলন ২০২২,1,0,1,0,0,0,62700,6270000000001,900
ছোটদের বিশ্বকোষ,0,0,0,0,0,0,62702,6270200000009,800
দেশ (২ এপ্রিল ২০২২),0,0,3,0,0,0,62703,6270300000008,65
সানন্দা (৩০ মার্চ ২০২২),0,0,1,0,0,0,62706,6270600000005,90
এখন সত্যজিৎ (অক্টোবর-ডিসেম্বর ২০২১),0,0,1,1,0,0,62717,6271700000001,960
দেশভাগের স্মৃতি দ্বিতীয় পর্ব (৪ খন্ডে ),0,4,0,0,0,0,6273,6273000000002,1200
মেহনতি মানুষ,0,0,0,0,0,0,6276,6276000000003,80
চিলেকোঠার ঘর,0,1,2,0,0,0,62778,6277800000002,498
ভৌতিক উপন্যাস সমগ্র,1,4,2,0,0,0,62779,6277900000001,1198
তাজমহলের সত্য কাহিনি,0,0,0,0,0,0,6278,6278000000007,250
বিকৃত যৌনতা,0,0,2,0,0,0,62781,6278100000006,600
ঐতিহ্যের আলপথ : সন্দীপন চট্টোপাধ্যায়ের দুটি অপ্রকাশিত সাক্ষাৎকার,0,1,1,1,0,0,62786,6278600000001,440
বিপদসংকুল ভারতদর্শন,0,0,5,0,0,0,62789,6278900000008,380
প্রসঙ্গ-গিরিশ কারনাড,0,2,0,1,0,0,62790,6279000000004,540
দেবগৃহের ত্রিকালজ্ঞ,0,0,1,0,0,0,62791,6279100000003,498
ভয়ের মুখোস এবং,0,1,0,0,0,0,62796,6279600000008,798
ভয় সমগ্র,0,0,0,0,0,0,62797,6279700000007,580
পাগলু চরিত,0,0,3,0,0,0,62802,6280200000008,480
ভট্টবাবুর কার্টুন,0,0,0,0,0,0,62804,6280400000006,998
সে কাব্য অনেক,0,0,2,0,0,0,62805,6280500000005,600
জাদু কলম,0,0,0,0,0,0,62806,6280600000004,598
ছেলেবেলা এক্সপ্রেস,0,1,0,0,0,0,62810,6281000000007,598
হলুদ পোস্টকার্ড,0,0,1,1,0,0,62813,6281300000004,500
ভারতীয় জড়বাদ,0,1,0,0,0,0,6282,6282000000004,120
দলিতের আখ্যানবৃত্ত,0,0,0,0,0,0,62839,6283900000002,200
পশ্চিমবঙ্গের মুসলমান সমাজ,0,0,0,0,0,0,62840,6284000000008,140
বাংলার মুসলমানের কথা,0,0,0,0,0,0,62841,6284100000007,100
জারি বোবাযুদ্ধ (জানুয়ারী ২০২২),0,1,0,2,0,0,62843,6284300000005,400
"বিনির্মাণ ২২ ( জানুয়ারি, ২০২২)",0,1,0,3,0,0,62844,6284400000004,200
প্রতিবিম্ব (জানুয়ারি ২০২২),0,1,1,3,0,0,62846,6284600000002,300
এবং জলার্ক চারু মজুমদার সংখ্যা (অক্টোবর ২০২১-মার্চ ২০২২),0,1,0,1,0,0,62849,6284900000009,300
অদিসিয়াস এলিটিস-এর কবিতা,0,1,0,0,0,0,62858,6285800000007,160
পল ভেরলেন-এর কবিতা,0,1,1,1,0,0,62859,6285900000006,300
সন্ধিক্ষণের গল্পে বিশ্রাম,0,0,4,2,0,0,62861,6286100000001,60
মোগল যুগে স্ত্রীশিক্ষা,0,1,0,0,0,0,6287,6287000000009,320
বাংলা সা‌হি‌ত্যে অন্ধকার যুগ: মিথ বনাম বাস্তবতা,0,0,0,0,0,0,62872,6287200000007,185
Literary Translation and Bengali,0,0,0,0,0,0,62890,6289000000003,360
নাট্যতত্ত্ব বিচার,0,0,0,0,0,0,62895,6289500000008,300
বাংলা সাহিত্যের ছোটগল্প ও গল্পকার,0,0,0,1,0,0,62900,6290000000009,700
সঙ্গীত সহায়িকা (প্রথম খন্ড),0,0,0,0,0,0,62903,6290300000006,300
একবিংশ (ডিসেম্বর ২০১৯),0,0,1,0,0,0,62905,6290500000004,200
তীরন্দাজ (একুশের বইমেলা ২০১৮),0,0,0,0,0,0,62931,6293100000009,80
Modern Dance : Multifaceted Dimension,0,0,0,0,0,0,62959,6295900000005,200
The Prakrta-Prakasa of Vararuci,0,0,0,0,0,0,62960,6296000000001,320
স্বপ্নবাসবদত্তম,0,0,0,0,0,0,62974,6297400000004,200
Isopanisad,0,0,1,0,0,0,62992,6299200000000,180
Analysis And Philosophy,0,0,0,0,0,0,62994,6299400000008,100
National Geographic 04.2022,0,0,0,0,0,0,62997,6299700000005,590
Sketch Khata,0,0,1,0,0,0,63002,6300200000003,2000
সত্যজিতের বিভূতিভূষণ,0,2,0,0,0,0,63013,6301300000009,500
সমাজতন্ত্র ও ধর্ম,0,14,0,0,0,0,63024,6302400000005,24
বঙ্গসাহিত্যে উপন্যাসের ধারা,0,0,1,0,0,0,63034,6303400000002,800
সুকান্ত রচনা সমগ্র,0,0,0,0,0,0,63041,6304100000002,300
সাহিত্যদর্পণ,0,0,0,0,0,0,63042,6304200000001,330
কেন সমাজতন্ত্র,0,1,0,1,0,0,63043,6304300000000,60
পার্টি বলেছিল ও সাতটি গল্প,0,3,0,0,0,0,63047,6304700000006,400
গ্রিক বীরদের আখ্যান,0,1,2,0,0,0,63055,6305500000005,270
বাক্ থেকে পামুক্,0,1,0,0,0,0,63058,6305800000002,170
বিজ্ঞানচিন্তা (এপ্রিল ২০২২),0,0,0,4,0,0,63061,6306100000006,50
বর্ণমালা ও সংখ্যা(একের ভেতর তিন),0,0,3,0,0,0,63070,6307000000004,250
বাংলাদেশ নদ-নদী ভ্রমণ,0,4,0,0,0,0,63072,6307200000002,500
123 Cards,0,5,7,0,0,0,63073,6307300000001,230
ভারত ভ্রমণ,0,0,0,0,0,0,63075,6307500000009,800
ক খ অ  আ  কার্ড,0,7,0,0,0,0,63078,6307800000006,250
working woman - Note Book,1,0,0,0,0,0,63103,6309000000008,50
খাতাখড়ি : Page Pointers,0,0,0,0,0,0,63091,6309100000007,60
Mughal Relations With The Indian Ruling Elite,0,1,0,0,0,0,63101,6310100000003,700
History Of The Rise Of The Mahomedan Power In India Voll (01-04),0,1,0,0,0,0,63106,6310600000008,16000
উলুখাগড়া: সংখ্যা ৩৮ (এপ্রিল-জুন ২০২২),0,4,4,2,0,0,63115,6311500000006,75
কারেন্ট অ্যাফেয়ার্স : এপ্রিল ২০২২,0,0,0,0,0,0,63146,6314600000006,20
সংশপ্তক,0,0,0,0,0,0,63191,6319100000006,250
দেশ : (১৭ এপ্রিল ২০২২),0,0,0,0,0,0,63198,6319800000009,65
বিবিধ : (ফেব্রুয়ারি ২০২২),0,0,0,0,0,0,63201,6320100000002,40
"কিশোর বাংলা : (মার্চ, ২০২২)",0,0,0,0,0,0,63202,6320200000001,50
ফ্রন্টলাইন থিয়েটার,0,5,0,7,0,0,63211,6321100000009,150
লোক : কথাসাহিত্যিক সেলিম অমিতাভ পাল সংখ্যা (সংখ্যা ২৯),0,0,7,0,0,0,63221,6322100000006,250
লোক : নব্বইয়ের বন্ধন সংখ্যা (সংখ্যা ৩০),0,0,2,0,0,0,63222,6322200000005,350
কিশোর-অপরাধী,0,0,0,0,0,0,63224,6322400000003,600
ভিক্টর হুগো সমগ্র,0,1,0,0,0,0,63231,6323100000003,300
ভালবাসা ভালোবাসা,0,2,0,0,0,0,63233,6323300000001,300
অসমতল,0,0,0,0,0,0,63238,6323800000006,100
দুটি পাতা একটি কুঁড়ি,0,5,5,4,0,0,63244,6324400000007,500
নির্জন রাখাল,0,1,5,2,0,0,63249,6324900000002,350
সত্যেন বোস,0,1,1,1,0,0,63251,6325100000007,260
শিশুদের নাবী,0,0,0,1,0,0,63258,6325800000000,200
এডগার অ্যালান পো রচনাবলী,0,3,0,0,0,0,63261,6326100000004,500
ঈশ্বরের বাগান,0,1,1,0,0,0,63267,6326700000008,400
পুরানো কলকাতার কথা,0,0,4,1,0,0,63283,6328300000006,700
ধুলোপথ,0,0,0,1,0,0,63307,6330700000005,350
বিশ্ব সাহিত্যের প্রাপ্তবয়স্ক গল্প,0,-1,1,0,0,0,63308,6330800000004,200
দয়া : রামমোহন রায় ও আমাদের আধুনিকতা,0,1,0,0,0,0,63309,6330900000003,400
আদিবাসী জনজাতির ইতিহাস,0,2,4,2,0,0,63317,6331700000002,1100
Premium Hardpaper Bookmark,0,2,71,11,0,0,67872,6331700000222,90
Reader's Digest July 2022,0,0,3,0,0,0,69385,6331700002202,190
আউটডোর,0,2,1,2,0,0,63320,6332000000006,400
শব্দঘর ঈদসংখ্যা (এপ্রিল-মে ২০২২),1,0,0,5,0,0,63328,6332800000008,200
অ্যালবামের কবিতা,0,3,1,0,0,0,63333,6333300000000,250
"Frontline (April 8, 2022)",0,0,0,0,0,0,63335,6333500000008,250
আবৃত্তি নির্মিতি,0,2,0,0,0,0,63336,6333600000007,200
"Economic & Political Weekly March 12, 2022",0,0,1,0,0,0,63337,6333700000006,240
Harvard Business Review : Designing Work That People Love (May-June 2022),0,0,0,0,0,0,63339,6333900000004,1800
বিশ্বকবির পুত্র-কন্যা,0,0,0,0,0,0,63340,6334000000000,160
প্রলয়বহ্নি,0,1,2,0,0,0,63357,6335700000000,900
কোরাক সাহিত্য পত্রিকা (জানুয়ারি-এপ্রিল ২০২২),0,0,0,0,0,0,63366,6336600000008,400
বিজ্ঞাপনপর্ব : ৪২ তম পর্ব,0,1,1,1,0,0,63368,6336800000006,600
কবিতাসংগ্রহ (দীপংকর দাশগুপ্ত),0,0,0,0,0,0,63393,6339300000002,700
কবিতাসংগ্রহ (অরুণ বসু),0,0,1,0,0,0,63394,6339400000001,700
ঘু ঘু বিদ্যা,0,0,1,0,0,0,63395,6339500000000,400
কবিতাসংগ্রহ (সঞ্জীব প্রামাণিক),0,0,0,0,0,0,63398,6339800000007,500
আজকের গাঙচিল পত্রিকা : মুক্তিযুদ্ধ (অক্টোবর-জানুয়ারি ২০২২),0,5,1,0,0,0,63423,6342300000002,1300
কবিতাসংগ্রহ (শমিত মণ্ডল),0,0,1,0,0,0,63426,6342600000009,500
রবীন্দ্রনাথ বাকপতি বিশ্বমনা ২,0,1,0,0,0,0,63452,6345200000004,800
রবীন্দ্রনাথ,0,0,0,0,0,0,63455,6345500000001,176
ফ্রয়েড : মানবমনের জীবনীকার,0,0,1,1,0,0,63467,6346700000006,590
গুনীজনকথা,0,1,3,0,0,0,63486,6348600000001,520
Harvard Business Review : Designing Work That People Love (May-June 2022),0,0,0,0,0,0,63505,6350500000005,2200
পদ্যগদ্যের অলিন্দে,0,1,2,0,0,0,63507,6350700000003,600
