name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference
পাতাদের সংসার ( জানুয়ারি ২০২১),0,0,0,0,0,0,40794,4079400000008
পাতাদের সংসার ( ফেব্রুয়ারি ২০২০),0,0,0,3,0,0,40795,4079500000007
শালুক ( অক্টোবর ২০১৮),0,0,0,3,0,0,40796,4079600000006
আনর্ত( নভেম্বর ২০২০),0,0,2,3,0,0,40797,4079700000005
আনর্ত ( মে ২০২০),0,0,0,2,0,0,40798,4079800000004
বিচিত্রপত্র ( মে ২০১৮),0,0,0,1,0,0,40799,4079900000003
হরপ্পা (জুন ২০১৯),0,5,0,0,0,0,40800,4080000000008
হরপ্পা ( অক্টোবর ২০১৯),0,0,0,0,0,0,40801,4080100000007
হরপ্পা ( অক্টোবর ২০২০),0,1,0,1,0,0,40802,4080200000006
হালুম ( ২০২০),0,0,0,1,0,0,40804,4080400000004
এখন সত্যজিৎ (জানুয়ারি-মার্চ ২০১৮),0,0,0,0,0,0,40805,4080500000003
ছোটরা উচ্ছলতার দুরন্ত প্রকাশ(জুলাই-আগস্ট ২০১৯),0,0,0,1,0,0,40806,4080600000002
ছোটরা উচ্ছলতার দুরন্ত প্রকাশ(মে-জুন ২০১৯),0,0,0,0,0,0,40807,4080700000001
সায়ন্তনী ( আশ্বিন ১৪২৬),0,0,0,0,0,0,40808,4080800000000
শৈল্পিক (দ্বিতীয় বছর ),0,0,0,1,0,0,40809,4080900000009
শৈল্পিক (প্রথম বছর ),0,0,0,0,0,0,40810,4081000000005
মাসিক মনের খবর (বর্ষ ৪ আগস্ট ২০২১),0,0,0,1,0,0,40811,4081100000004
মাসিক মনের খবর (বর্ষ ৪ জানুয়ারি ২০২১),0,0,0,1,0,0,40812,4081200000003
ইকরিমিকরি(ফেব্রুয়ারি ২০২১),0,0,0,0,0,0,40813,4081300000002
মাসিক মনের খবর (বর্ষ ৪ ফেব্রুয়ারি ২০২১),0,0,0,0,0,0,40814,4081400000001
মাসিক মনের খবর (বর্ষ ৪  এপ্রিল ২০২১),0,0,0,1,0,0,40815,4081500000000
মাসিক মনের খবর (বর্ষ ৪ মার্চ ২০২১),0,0,0,1,0,0,40816,4081600000009
মাসিক মনের খবর (মার্চ ২০২০),0,0,0,0,0,0,40817,4081700000008
ইত্তেফাক ঈদসংখ্যা ২০১৯,0,0,0,1,0,0,40818,4081800000007
প্রথমআলো বর্ণিল ঈদ ২০১৯,0,0,0,0,0,0,40820,4082000000002
স্বকাল ও স্বদেশ ডিসেম্বর ২০২০,0,0,0,2,0,0,40821,4082100000001
সিলেট মিরর ঈদ সংখ্যা ২০১৯,0,0,0,0,0,0,40822,4082200000000
সিলেট মিরর শারদীয় সংখ্যা ২০১৯,0,0,0,3,0,0,40823,4082300000009
সিলেট মিরর বাংলাদেশের ৫০ বছর,0,0,0,0,0,0,40824,4082400000008
কাকসংখ্যা ৪র্থ বর্ষ ডিসেম্বর ২০১৯,0,0,0,0,0,0,40825,4082500000007
মাসিক মনের খবর (বর্ষ ৪ সংখ্যা ৬. জুন  ২০২১),0,0,0,1,0,0,40826,4082600000006
মাসিক মনের খবর (বর্ষ ৪  মে ২০২১),0,0,0,1,0,0,40827,4082700000005
শৈল্পিক শব্দের বুনন প্রথম বর্ষ,0,0,0,8,0,0,40828,4082800000004
বিবিধ (এপ্রিল ২০১৯ ৯ম বর্ষ ৩৩ তম সংখ্যা),0,0,0,2,0,0,40829,4082900000003
সুরসম্রাট মান্না দে,0,0,1,0,0,0,4083,4083000000009
কিআ কিশোর আলো (মার্চ ২০১৮ ),0,0,0,1,0,0,40831,4083100000008
বিজ্ঞানযাত্রা ২ (ফেব্রুয়ারি ২০১৯),0,0,0,0,0,0,40832,4083200000007
আদম (ফেব্রুয়ারি ২০২১),0,1,0,2,0,0,40833,4083300000006
সংবর্তক বাসা বাঁধে ভেতরে বাইরে জানুয়ারি ২০১৯,0,0,3,2,0,0,40834,4083400000005
দাঁড়াবার জায়গা ২০২০,0,0,0,1,0,0,40835,4083500000004
স্বকাল,0,0,0,2,0,0,40836,4083600000003
আদম (মার্চ ২০১৮),0,0,0,1,0,0,40837,4083700000002
আদম ( সেপ্টেম্বর ২০১৯),0,0,0,1,0,0,40838,4083800000001
বৈশাখী,0,0,0,0,0,0,40839,4083900000000
মুখোমুখি মান্না দে,0,0,4,0,0,0,4084,4084000000006
হরিনারায়ণ চট্টোপাধ্যায় কিশোর রচনা সম্ভার,0,2,0,0,0,0,40842,4084200000004
সংস্কৃত সাহিত্যের ইতিহাস,0,0,2,0,0,0,40849,4084900000007
ফাৎসুঙ্ দার্জিলিং পাহাড়ের মাটির কথা,0,0,0,0,0,0,40853,4085300000000
সান্দান,0,0,0,1,0,0,40864,4086400000006
অনীক,0,0,0,0,0,0,40867,4086700000003
বাতিঘর (পঞ্চদশ সংকলন),0,0,0,1,0,0,40870,4087000000007
দেশ (২০১৯),0,0,0,0,0,0,40876,4087600000001
দেশ (২০২১),0,0,0,0,0,0,40879,4087900000008
দেশ (২০১৯ জুলাই),0,0,0,1,0,0,40881,4088100000003
দেশ (আগস্ট ২০১৯),0,0,0,1,0,0,40883,4088300000001
দেশ (ফেব্রুয়ারি ২০২০),0,0,0,0,0,0,40885,4088500000009
সাধুদর্শন ও সৎপ্রসঙ্গ (৩-৬ খণ্ড),0,0,0,1,0,0,40886,4088600000008
দেশ (এপ্রিল ২০১৯),0,0,0,4,0,0,40887,4088700000007
ভ্রমণ (১৪২৫),0,0,0,1,0,0,40891,4089100000000
নির্বাচিত কবিতা,0,0,0,4,0,0,40892,4089200000009
বেদ থেকে কোরাণ : এক ঈশ্বরের সন্ধান,0,0,0,1,0,0,40894,4089400000007
ভ্রমণ (বিশেষ গ্রীষ্ম সংখ্যা),0,0,0,1,0,0,40895,4089500000006
মাসিক কৃত্তিবাস (মার্চ ২০১৯),0,0,0,2,0,0,40897,4089700000004
কৃত্তিবাস (নভেম্বর ২০১৯),0,0,0,1,0,0,40900,4090000000007
ব্রহ্মবৈবর্ত পুরাণ (দ্বিতীয় খণ্ড),0,1,0,0,0,0,40901,4090100000006
কৃত্তিবাস (এপ্রিল ২০১৯),0,0,0,5,0,0,40903,4090300000004
ভাগবত পুরাণ (পঞ্চম খণ্ড),0,0,0,0,0,0,40906,4090600000001
দশদিশি শীতলামঙ্গল সমগ্র,0,0,0,1,0,0,40908,4090800000009
কৃত্তিবাস (এপ্রিল-সেপ্টেম্বর ২০২০),0,0,0,0,0,0,40909,4090900000008
কৃত্তিবাস (জুন ২০১৯),0,0,0,2,0,0,40912,4091200000002
কৃত্তিবাস (আগস্ট ২০১৯),0,0,0,7,0,0,40914,4091400000000
যুগন্ধর,0,0,0,1,0,0,40916,4091600000008
কৃত্তিবাস (ডিসেম্বর ২০১৮),0,0,0,4,0,0,40917,4091700000007
আলোচনা চক্র,0,0,0,1,0,0,40921,4092100000000
মহাভারতে প্রেম ও যৌনতা,0,2,0,1,0,0,40927,4092700000004
হিন্দু জাত-পাত পদবির ভবিষ্যৎ,0,0,0,1,0,0,40929,4092900000002
অনন্ত আর আশ্রম,0,1,0,2,0,0,40932,4093200000006
কথা লেখার স্বাধীনতা,0,0,0,0,0,0,40934,4093400000004
বহুবন,0,0,0,1,0,0,40935,4093500000003
পার্টি বলেছিল ও সাতটি গল্প,0,2,3,1,0,0,40938,4093800000000
লেখকের আসতি নাস্তি অবস্থিতি,0,0,0,0,0,0,40941,4094100000004
আলোচনা চক্র ২ সংখ্যা,0,0,0,1,0,0,40945,4094500000000
গল্পকার (জুন ২০২১),0,0,0,4,0,0,40946,4094600000009
কবিতীর্থ শার্ল বোদলেয়ার,0,0,0,0,0,0,40947,4094700000008
লাকাঁ,0,0,0,4,0,0,40948,4094800000007
কেনো আমি নাস্তিক,0,0,0,0,0,0,40952,4095200000000
কবিতীর্থ কাজী নজরুল ইসলাম,0,0,0,0,0,0,40953,4095300000009
যৌনতার নিবিড় পাঠ : মেরিলিন মনরো,0,0,0,1,0,0,40955,4095500000007
গল্পকার (ডিসেম্বর ২০২০),0,0,0,3,0,0,40956,4095600000006
শতেক স্মরণে সুভাষ মুখোপাধ্যায়,0,1,0,1,0,0,40957,4095700000005
গল্পকার (মার্চ ২০২১),0,0,0,4,0,0,40958,4095800000004
কৃত্তিবাস,0,0,0,1,0,0,40960,4096000000009
লোকায়ত দর্শন (অখণ্ড সংস্করণ),0,0,0,0,0,0,40961,4096100000008
চৌরঙ্গী,0,0,0,1,0,0,40962,4096200000007
দুফু-র কবিতা,0,0,0,3,0,0,40964,4096400000005
বৈশাখী,0,0,0,0,0,0,40965,4096500000004
গল্পকার : ঈদ সংখ্যা (মে ২০২২),0,0,0,5,0,0,40967,4096700000002
চৌরঙ্গী ভানু,0,0,0,1,0,0,40969,4096900000000
মনকলম বিষয়ঃ ইসমত চুগতাই,0,0,0,2,0,0,40971,4097100000005
রাগত রাতপোকা,0,2,2,5,0,0,40972,4097200000004
ডানার করাত,0,0,2,3,0,0,40974,4097400000002
উত্তরাধিকার নতুন অভিযাত্রা  ১০,0,0,0,1,0,0,40975,4097500000001
প্রতিশিল্প (ফেব্রুয়ারি ২০১৯),0,0,4,6,0,0,40976,4097600000000
নাট্যমঞ্চ (২০২১),0,0,1,2,0,0,40978,4097800000008
কঙ্কাল (২০১৯),0,0,0,0,0,0,40979,4097900000007
তাঁতঘর রবিশংকর বল,0,0,0,1,0,0,40980,4098000000003
কঙ্কাল (২০২০),0,0,0,0,0,0,40982,4098200000001
ভাস্কর,0,0,0,1,0,0,40983,4098300000000
বয়ান (অক্টোবর-ডিসেম্বর ২০২০),0,0,0,3,0,0,40985,4098500000008
মাটির রসে ভেজা গান,0,0,0,0,0,0,40988,4098800000005
শওকত আলী রচনা সমগ্র : অষ্টম খণ্ড,0,1,0,0,0,0,40990,4099000000000
শওকত আলী রচনা সমগ্র : নবম খণ্ড,0,1,0,0,0,0,40993,4099300000007
শওকত আলী রচনা সমগ্র : সপ্তম খণ্ড,0,1,0,0,0,0,40994,4099400000006
শওকত আলী রচনা সমগ্র : চতুর্থ খণ্ড,0,1,0,0,0,0,40996,4099600000004
শওকত আলী রচনা সমগ্র : তৃতীয় খণ্ড,0,1,0,0,0,0,40997,4099700000003
শওকত আলী রচনা সমগ্র : পঞ্চম খণ্ড,0,1,0,0,0,0,40999,4099900000001
শওকত আলী রচনা সমগ্র : দ্বিতীয় খণ্ড,0,1,0,0,0,0,41000,4100000000003
শওকত আলী রচনা সমগ্র : ষষ্ঠ খণ্ড,0,1,0,0,0,0,41001,4100100000002
শওকত আলী রচনা সমগ্র : প্রথম খণ্ড,0,1,0,0,0,0,41002,4100200000001
ভিখিরিও রাজস্থানে যায়,0,0,0,1,0,0,41005,4100500000008
হালখাতা এপ্রিল সেপ্টেম্বর ২০১৯,0,0,3,0,0,0,41014,4101400000006
মাসিক জাগ্রতকন্ঠ অক্টোবর ২০২০,0,0,0,1,0,0,41017,4101700000003
রোদ,0,0,0,1,0,0,41019,4101900000001
জাগ্রতকন্ঠ ডিসেম্বার - জানুয়ারি ২০-২১,0,0,0,1,0,0,41022,4102200000005
ত্রৈমাসিক শব্দকথা,0,0,0,1,0,0,41025,4102500000002
বুনন জানুয়ারি ২১,0,0,0,1,0,0,41027,4102700000000
উলখাগড়া  অক্টোবর -ডিসেম্বর ২০১৯,0,0,0,2,0,0,41029,4102900000008
বিমল মিত্র রচনাবলী ৩,0,0,0,0,0,0,41031,4103100000003
পুনর্পাঠ জুলাই সেপ্টেম্বর ২০২০,0,0,0,0,0,0,41035,4103500000009
বিমল মিত্র রচনাবলী ১,0,0,0,0,0,0,41037,4103700000007
পুনর্পাঠ জনুয়ারি-মার্চ২০২০,0,0,1,1,0,0,41038,4103800000006
নতুন এক নীরবতা,0,0,0,2,0,0,41039,4103900000005
ফাঁসুড়েকে বিবাহপ্রস্তাব,0,0,0,2,0,0,41041,4104100000000
"উঁচু নৌকা, নিচু প্রদীপ",0,1,1,2,0,0,41042,4104200000009
তৃতীয় নয়নে জাগো,0,0,0,1,0,0,41043,4104300000008
বাসো ও হাইকু ধারা,0,0,0,2,0,0,41044,4104400000007
মার্টিন এস্পাদার কবিতা,0,0,0,3,0,0,41046,4104600000005
যে-সনেট সনেট-অধিক,0,3,2,0,0,0,41048,4104800000003
সমাজতন্ত্র কেনো ?,0,0,0,0,0,0,41050,4105000000008
সরযূ ও গনেশ,0,0,4,5,0,0,41054,4105400000004
নায়কের প্রবেশ ও প্রস্থান,0,9,4,2,0,0,41058,4105800000000
অন্যভুবন,0,0,0,1,0,0,41060,4106000000005
নিখিল-কথা,0,0,0,1,0,0,41064,4106400000001
দোয়েল পত্রিকা অক্টোবর ২০২০,0,0,1,1,0,0,41074,4107400000008
প্রবন্ধ সমগ্র ৫,0,0,0,0,0,0,41076,4107600000006
রক্তমাংস জানুয়ারি ২০১৯,0,0,0,1,0,0,41077,4107700000005
প্রবন্ধ সমগ্র ১,0,0,0,0,0,0,41080,4108000000009
প্রবন্ধ সমগ্র ২,0,0,0,0,0,0,41082,4108200000007
প্রবন্ধ সমগ্র ৯,0,0,0,0,0,0,41084,4108400000005
গাঙচিল পত্রিকা (ডিসেম্বর ২০১৮),0,0,0,1,0,0,41085,4108500000004
ফাঁসির মঞ্চ থেকে,0,0,0,0,0,0,41086,4108600000003
গাঙচিল পত্রিকা  (জুলাই ২০১৮),0,2,0,1,0,0,41087,4108700000002
তবুও প্রয়াস ২০১৯,0,0,0,1,0,0,41088,4108800000001
দাসবিদ্রোহের কাহিনী,0,0,0,0,0,0,41089,4108900000000
বিপ্লবী হঠকারিতা,0,0,0,0,0,0,41091,4109100000005
ধ্রুপদী এষণা অক্টোবর ২০১৮,0,0,0,1,0,0,41092,4109200000004
প্রতিবিম্ব জনুয়ারি ২০১৯,0,0,0,2,0,0,41093,4109300000003
এবং জললার্ক (অক্টোবর-মার্চ ২০২০),0,0,0,0,0,0,41095,4109500000001
বাঘের বাচ্চা (জানুয়ারি ২০১৯),0,0,0,0,0,0,41097,4109700000009
জিজ্ঞাসা (২০১৯-২০২০),0,0,0,1,0,0,41098,4109800000008
এবং জলার্ক চারু মজুমদার সংখ্যা ১৯ (অক্টোবর-১৮ মার্চ ২০১৯),0,1,0,0,0,0,41100,4110000000002
এক্ষণ দান্তে,0,1,0,1,0,0,41101,4110100000001
গ্রন্থী,0,0,4,3,0,0,41104,4110400000008
মূনৃত (অক্টোবর ২০১৯),0,0,0,2,0,0,41109,4110900000003
প্রামান্য শহীদ কাদরী ও সুব্রত চক্রবর্তী,0,0,0,1,0,0,41110,4111000000009
সর্বজয়াচরিত্র ১,0,0,0,1,0,0,41113,4111300000006
চলচ্চিত্র চর্চা,0,0,0,0,0,0,41116,4111600000003
মূনৃত (ফেব্রুয়ারি ২০০৭),0,0,0,1,0,0,41117,4111700000002
রোঁলা বার্থ,0,0,1,7,0,0,41118,4111800000001
সের্গেই মিখাইলোভিচ আইজেস্টাইন,0,0,0,1,0,0,41119,4111900000000
ক্ষ্যাপা (জানুয়ারি ২০২১),0,0,0,5,0,0,41120,4112000000006
ধর্মীয় মেরুকরণের রাজনীতি ও বর্তমান ভারত,0,0,2,0,0,0,41121,4112100000005
ক্ষ্যাপা (ফেব্রুয়ারি ২০২০),0,0,0,4,0,0,41122,4112200000004
গন্দম ৩,0,2,0,0,0,0,41123,4112300000003
ক্ষ্যাপা (ফেব্রুয়ারি ২০১৯),0,0,0,4,0,0,41124,4112400000002
অত পর (আগস্ট ২০২১),0,0,0,1,0,0,41125,4112500000001
থিয়েটার ( সেপ্টেম্বর ২০১৯),0,0,0,7,0,0,41128,4112800000008
জীবনানন্দ (ফেব্রুয়ারি ২০২০),0,0,0,0,0,0,41130,4113000000003
থিয়েটার (ডিসেম্বর ২০১৭),0,0,0,0,0,0,41131,4113100000002
থিয়েটার ওয়ালা(অগাস্ট ২০১৯),0,0,0,1,0,0,41132,4113200000001
টাহো হ্রদের কথা,0,0,4,0,0,0,41134,4113400000009
অগ্নিশিখা,0,0,0,3,0,0,41135,4113500000008
মাদুলি ( ডিসেম্বর ২০১৭),0,0,0,1,0,0,41136,4113600000007
পাঠশালা সাময়িকী (জুলাই ২০১৮),0,0,0,1,0,0,41137,4113700000006
পাঠশালা সাময়িকী (জানুয়ারি ২০১৯),0,0,0,1,0,0,41138,4113800000005
ভুমি (অক্টোবর ২০১৮),0,0,0,1,0,0,41140,4114000000000
জীবনানন্দ কবিতার কাগজ,0,0,0,0,0,0,41141,4114100000009
গন্দম,0,0,0,2,0,0,41144,4114400000006
গল্পকার (ফেব্রুয়ারি ২০২১),0,0,0,2,0,0,41145,4114500000005
ক্ষ্যাপা (ফেব্রুয়ারি ২০১৯),0,0,0,1,0,0,41147,4114700000003
গল্পকার (আগস্ট ২০২১),0,0,0,6,0,0,41148,4114800000002
রঁদেভু (ফেব্রুয়ারি ২০১৮ ),0,0,0,0,0,0,41150,4115000000007
গল্পকার (জানুয়ারি ২০২১),0,0,0,1,0,0,41151,4115100000006
গল্পকার (এপ্রিল ২০২১),0,0,0,2,0,0,41152,4115200000005
ক্ষ্যাপা (ফেব্রুয়ারি ২০২০),0,0,0,1,0,0,41154,4115400000003
বইকথা (ফেব্রুয়ারি ২০২০),0,0,0,2,0,0,41155,4115500000002
বইকথা ( মার্চ ২০২১),0,0,0,3,0,0,41157,4115700000000
এবং বই (এপ্রিল -জুন ২০২১),0,0,0,4,0,0,41160,4116000000004
লোক,0,0,0,4,0,0,41161,4116100000003
এবং বই (জানুয়ারি-মার্চ ২০২১),0,0,0,4,0,0,41162,4116200000002
এবং বই (অক্টোবর -ডিসেম্বর ২০২০),0,0,0,4,0,0,41164,4116400000000
এবং বই (অক্টোবর-ডিসেম্বর ২০১৯),0,0,0,3,0,0,41165,4116500000009
ঋতি (২০১৯),0,0,0,6,0,0,41166,4116600000008
ঋতি (২০২১),0,0,0,6,0,0,41167,4116700000007
ঋতি (২০১৮),0,0,0,1,0,0,41168,4116800000006
অর্থ ১৪২৫,0,0,13,4,0,0,41169,4116900000005
মেগালিথিক (২০১৯),0,0,0,2,0,0,41171,4117100000000
প্রগতি এপ্রিল ২০১৯,0,0,0,0,0,0,41172,4117200000009
ফসল (২০১৯),0,0,0,2,0,0,41173,4117300000008
ভাবনগর,0,0,0,2,0,0,41174,4117400000007
ভয়েক্স,0,0,0,2,0,0,41175,4117500000006
ধানশালিকের দেশ (জানুয়ারি - মার্চ ২০২১),0,0,0,0,0,0,41176,4117600000005
অনীক (অক্টোবর-ডিসেম্বর ২০২০),0,0,0,2,0,0,41177,4117700000004
তিতীর্ষু,0,0,0,0,0,0,41178,4117800000003
রাষ্ট্রচিন্তা (২০২১),0,0,0,0,0,0,41179,4117900000002
রাষ্ট্রচিন্তা  (ফেব্রুয়ারি ২০২০),0,0,0,1,0,0,41180,4118000000008
নতুনদিগন্ত (জুলাই-সেপ্টেম্বর ২০২১),0,0,0,0,0,0,41181,4118100000007
নতুনদিগন্ত (বৈশাখ-আষাঢ় ১৪২৮),0,0,0,1,0,0,41183,4118300000005
চমৎকার ২০১৯,0,0,0,4,0,0,41184,4118400000004
গল্পকার (নভেম্বর ২০২০),0,0,0,2,0,0,41185,4118500000003
গ্যোয়েটে,0,0,4,2,0,0,41190,4119000000005
স্যামুয়েল বেকেট,0,2,3,1,0,0,41192,4119200000003
মার্টিন হাইডেগার,0,0,5,0,0,0,41193,4119300000002
মার্সেল প্রুস্ত,0,2,4,4,0,0,41195,4119500000000
এবং মুশায়েরা শার্ল বোদলেয়ার,0,0,5,0,0,0,41196,4119600000009
টোমাস মান,0,0,2,2,0,0,41197,4119700000008
এবং মুশায়েরা : অমিয়ভূষণ মজুমদার,0,5,0,2,0,0,41201,4120100000000
বৈচিত্রের বিস্তারে,0,0,4,1,0,0,41204,4120400000007
লোক (সংখ্যা - ২৬),0,0,0,3,0,0,41206,4120600000005
মুজতবা প্রসঙ্গ,0,0,0,0,0,0,41208,4120800000003
প্রতিচিন্তা ( অক্টোবর ডিসেম্বর ২০২০),0,0,0,0,0,0,41210,4121000000008
সঞ্জীব রচনাবলি ১,0,0,0,0,0,0,41213,4121300000005
সঞ্জীব রচনাবলি ৩,0,0,0,0,0,0,41214,4121400000004
সঞ্জীব রচনাবলি ২,0,0,0,0,0,0,41215,4121500000003
লীলা মজুমদার রচনাসমগ্র ১০,0,1,0,0,0,0,41216,4121600000002
লীলা মজুমদার রচনাসমগ্র ৯,0,1,0,0,0,0,41217,4121700000001
লীলা মজুমদার রচনাসমগ্র ৭,0,2,0,0,0,0,41218,4121800000000
লীলা মজুমদার রচনাসমগ্র ৫,0,1,0,0,0,0,41219,4121900000009
লীলা মজুমদার রচনাসমগ্র ৪,0,1,0,0,0,0,41220,4122000000005
লীলা মজুমদার রচনাসমগ্র ৩,0,1,0,0,0,0,41222,4122200000003
লীলা মজুমদার রচনাসমগ্র ২,0,1,0,0,0,0,41224,4122400000001
লীলা মজুমদার রচনাসমগ্র ১,0,1,0,0,0,0,41225,4122500000000
উপন্যাস সমগ্র : (১-৫খণ্ড),0,0,0,0,0,0,41262,4126200000001
আমি চন্দ্রাবলী বলছি,0,0,0,0,0,0,41277,4127700000003
শোকগাথা আগস্ট,0,0,0,1,0,0,41282,4128200000005
অসম্পাদিত চার্লস বুকাওস্কি,0,0,0,0,0,0,41303,4130300000007
কারেন অ্যাফেয়ার্স ফেব্রুয়ারি ২০২০,0,0,0,9,0,0,41305,4130500000005
কারেন অ্যাফেয়ার্স মার্চ ২০২০,0,0,0,14,0,0,41306,4130600000004
মসনবী শরীফ (৫ খণ্ড একত্রে),0,0,0,0,0,0,41324,4132400000000
ছোটদের রামায়ণ,0,0,1,2,0,0,4133,4133000000001
আলোর দিশারি-১,0,0,0,0,0,0,41340,4134000000008
সংসদ প্রাথমিক ব্যাকরণ,0,1,8,0,0,0,4135,4135000000005
মন্তব্য নিষ্প্রয়োজন,0,2,0,0,0,0,41359,4135900000006
বুদ্ধির পরীক্ষা ২,0,2,0,3,0,0,4140,4140000000009
Harry Potter and the prisoner of azkaban,0,0,0,0,0,0,41433,4143300000007
ইশপের সেরা গল্প,0,2,0,0,0,0,4144,4144000000007
ছবিতে পৃথিবী,0,1,0,2,0,0,4145,4145000000004
আমার জীবন : হেলেন কেলার,0,2,0,0,0,0,41467,4146700000004
বিদ্যাসাগর,0,0,0,0,0,0,41470,4147000000008
বিপ্লবী সূর্যসেন,0,1,0,0,0,0,41479,4147900000009
মনস্বী বিপ্লবী শিবনারায়ণ রায়,0,1,0,0,0,0,41490,4149000000002
বেদাত : ওমর খৈয়াম দর্শন,0,2,0,0,0,0,41496,4149600000006
স্মরণ-বরণ,0,0,1,0,0,0,41504,4150400000004
রামায়ণের চরিত্র পরিচয়,0,0,0,2,0,0,41515,4151500000000
স্মারক গ্রন্থ,0,2,0,0,0,0,41538,4153800000001
মেয়েদের ব্রতকথা,0,0,0,0,0,0,41564,4156400000006
কৃষ্ণদ্বৈপায়ন ব্যাস কৃত মহাভারত সারানুবাদ,0,0,1,0,0,0,41578,4157800000009
দিনেন্দ্রনাথ ঠাকুর জীবন ও সৃজন,0,1,0,0,0,0,41587,4158700000007
একজন বন্দীর স্বপ্ন,0,0,0,0,0,0,41610,4161000000004
একাত্তরে মাহবুবুল হক,0,2,0,0,0,0,41611,4161100000003
চির সংগ্রামী কবি ফররুখ,0,2,0,0,0,0,41612,4161200000002
হায়েনার খাঁচায় অদম্য জীবন,0,0,0,0,0,0,41614,4161400000000
উপনিষদ (অখণ্ড সংস্করণ),1,3,0,0,0,0,41620,4162000000001
শ্রীমদ্ভগবদগীতা,0,0,0,3,0,0,41629,4162900000002
কঠোপনিষদ,0,0,0,2,0,0,41630,4163000000008
হেল কমাণ্ডো,0,4,4,0,0,0,41638,4163800000000
স্মৃতিকথায় জোড়াসাঁকো,0,1,0,0,0,0,41639,4163900000009
রহস্যবাড়ি (অয়ন-জিমি),0,0,0,0,0,0,41640,4164000000005
হযরত ওমর (রাঃ),0,0,0,1,0,0,41657,4165700000005
ঠগীকাহিনী,2,0,5,0,0,0,41659,4165900000003
আত্মপরিচয়ের সন্ধানে বাঙালি মুসলমান : আধুনিক যুগ,0,1,0,1,0,0,41669,4166900000000
সিন্ধুর এক বিন্দু,0,1,0,0,0,0,41677,4167700000009
সমাজ ও জীবন আত্মজীবনী : প্রথম খণ্ড,0,1,0,0,0,0,41703,4170300000003
আমীর খসরু,0,0,0,0,0,0,41707,4170700000009
ম্যাপ অব বোনস,0,0,0,0,0,0,41725,4172500000005
কাদ্যুসেয়াস,0,0,0,1,0,0,41726,4172600000004
ঘিরে থাকা অন্ধকার,0,3,0,1,0,0,41728,4172800000002
Notebook : Khatakhari,0,0,2,0,0,0,41731,4173100000006
বাজি,0,1,0,1,0,0,41732,4173200000005
আর্কন,0,2,0,0,0,0,41733,4173300000004
অবয়ব,0,2,0,0,0,0,41734,4173400000003
ঋভু,0,1,0,0,0,0,41736,4173600000001
২৫ শে মার্চ,0,0,0,0,0,0,41737,4173700000000
দ্য মিস্ট,0,1,3,0,0,0,41738,4173800000009
ড্রেসডেন ফাইলস : স্টর্ম ফ্রন্ট,0,1,0,0,0,0,41739,4173900000008
ফাইট ক্লাব,0,0,0,0,0,0,41740,4174000000004
ট্র্যাশ,0,1,0,0,0,0,41741,4174100000003
নেমেসিস,0,0,0,0,0,0,41742,4174200000002
গড ফাদার,0,0,0,0,0,0,41743,4174300000001
রেড ড্রাগন,1,1,1,1,0,0,41745,4174500000009
দ্য সাইলেন্স অব দি ল্যাম্বস,1,5,1,0,0,0,41747,4174700000007
Notebook : Felu & Co.,4,0,0,0,0,0,41752,4175200000009
Notebook : Lalon,5,1,0,0,0,0,41753,4175300000008
Notebook : Satyajit Ray,0,5,0,3,0,0,41754,4175400000007
Notebook : Mandala,0,0,0,0,0,0,41755,4175500000006
Notebook : Mujib,6,1,0,0,0,0,41756,4175600000005
Notebook : Che Guevara,8,9,0,0,0,0,41757,4175700000004
Notebook : Albert Einstein,0,2,0,0,0,0,41760,4176000000008
Notebook : Marilyn Monroe,5,14,0,3,0,0,41762,4176200000006
Notebook : African Traditional Pattern,0,0,0,0,0,0,41764,4176400000004
খুলনা একাত্তর: আমার মুক্তিযুদ্ধ,0,0,0,0,0,0,60925,4179YF4-1
Human Body: Stomach & Digestive System,0,2,5,0,0,0,54972,4182352931228
কোরক সাহিত্য পত্রিকা (শারদ ২০২১),0,0,0,0,0,0,41832,4183200000004
মাসিক কৃত্তিবাস (অক্টোবর ২০২১),0,0,0,0,0,0,41834,4183400000002
নভোরজ (শারদীয় ১৪২৮),0,0,0,3,0,0,41837,4183700000009
আজকাল শারদ ১৪২৯,0,6,16,0,0,0,41840,4184000000003
"নান্দীপট (বর্ষিক নাট্যপত্র, তৃতীয় বর্ষ, ২০২১)",0,0,0,0,0,0,41841,4184100000002
বিচিত্রপত্র (২টি সংখ্যা একত্রে),0,8,0,0,0,0,41842,4184200000001
চালচিত্র,1,5,10,3,0,0,41843,4184300000000
সে নাম রয়ে যাবে (রেশমা নাহার রত্না স্মরণগ্রন্থ),0,0,0,0,0,0,41851,4185100000009
মহর্ষি মোহসিন,0,0,0,0,0,0,41860,4186000000007
জার্মানীতে ক্ষণিকের অতিথি নেতাজী,0,0,0,0,0,0,41861,4186100000006
মনীষী রাজকৃষ্ণ মুখোপাধ্যায়,0,2,0,0,0,0,41862,4186200000005
পলাশী পরের লুঠেরা নবোব (নবোবস ইন ইংলন্ড),0,0,8,0,0,0,41889,4188900000002
তুলোর বিশ্ব ইতিহাস,1,0,0,0,0,0,41895,4189500000003
হুগলি জেলার নৌ শিল্প,0,0,0,0,0,0,41898,4189800000000
